job_title,category,clean_job_title
Consultant IT- und Geschäftsprozesse - Datenanalyse (w/m/d),IT,"['consultant', 'information', 'technology', 'business', 'process', 'data', 'analysis']"
Regionalvertriebsleiter (m/w/d) für die Vertriebsregion Berlin - Schwerpunkt Sanitär / Heizung / Lüftung -,Sales,"['regional', 'sale', 'manager', 'sale', 'region', 'berlin', 'focus', 'sanitary', 'heating', 'ventilation']"
Entwickler (m/w/d) Schwerpunkt Software und Systemintegration,IT,"['developmenteloper', 'focus', 'software', 'system', 'integration']"
Innendienstmitarbeiter (m/w/d) Gewerbeversicherungen,Sales,"['back', 'office', 'employee', 'commercial', 'insurance']"
(Senior) Account Manager IT-Infrastructure - Kassel / Würzburg / Erfurt,Sales,"['account', 'manager', 'infrastructure', 'kassel', 'würzburg', 'erfurt']"
Senior Expert Microsoft Groupware-Lösungen (m/w/d),IT,"['expert', 'microsoft', 'groupware', 'solution']"
Online Marketing Manager (gn) - Display & Paid Social,Marketing and Communication,"['online', 'marketing', 'manager', 'gn', 'display', 'paid', 'social']"
SEO Manager Electronic & Digital (w/m/divers) | Team SEO | Produktmanagement OTTO.de,IT,"['search', 'engine', 'optimisation', 'manager', 'electronic', 'digital', 'team', 'search', 'engine', 'optimisation', 'product', 'management', 'otto.de']"
Exportleiter (m/w/d),Marketing and Communication,"['export', 'manager']"
MITARBEITER (M/W/D) SERVICE CENTER DIENSTBEKLEIDUNG,Sales,"['employee', 'service', 'center', 'office', 'clothing']"
Quality Manager Software (m/w/d),IT,"['quality', 'manager', 'software']"
Vertriebsmitarbeiter (m/w/d) mit dem Schwerpunkt Außendienst im Raum Baden-Württemberg und Südhessen,Sales,"['sale', 'employee', 'focus', 'field', 'service', 'badenwürttemberg', 'southern', 'hesse', 'area']"
Softwaretester Simulationssysteme (gn),IT,"['software', 'tester', 'simulation', 'system', 'gn']"
Mitarbeiter für unseren Kundenservice Inbound (m/w/d),Sales,"['employee', 'customer', 'service', 'inbound']"
Fachinformatiker - Anwendungsentwicklung (w/m/d),IT,"['specialist', 'application', 'developmentelopment']"
DevOps & Cloud Engineer (f/m/x),IT,"['developmentops', 'cloud', 'engineer']"
"Verkäufer, Kaufmann im Einzelhandel, Fliesenleger oder Steinmetz als Fachberater (m/w/d) Fliesen und Baustoffe",Sales,"['salesman', 'merchant', 'retail', 'tiler', 'stonemason', 'specialist', 'advisor', 'tile', 'building', 'material']"
Senior Inhouse Consultant SAP Hybris Commerce (m/w/d) Hybris Commerce / Hybris Marketing • IT Operations,IT,"['inhouse', 'consultant', 'system', 'application', 'product', 'hybris', 'commerce', 'hybris', 'commerce', 'hybris', 'marketing', '•', 'information', 'technology', 'operation']"
Kundenbetreuer (m/w/d) im Bereich Trinkwasser / Grundwasser,Sales,"['account', 'manager', 'area', '\u200b\u200bdrinking', 'water', 'groundwater']"
Account Director Digital (m/w/d),Marketing and Communication,"['account', 'director', 'digital']"
Software-Entwickler (m/w/d),IT,"['software', 'developer']"
Systemadministrator (m/w/d),IT,"['system', 'administrator']"
Industrial Security Architect Digital Solutions (m/w/d),IT,"['industrial', 'security', 'architect', 'digital', 'solution']"
Praktikant*in IT Finance mit Schwerpunkt Digital & Web,IT,"['internship', 'information', 'technology', 'finance', 'focus', 'digital', 'web']"
Verkäufer im Innendienst (m/w/d) für rostfreie Langprodukte,Sales,"['sale', 'office', 'stainless', 'long', 'product']"
Außendienstmitarbeiter Kosmetik-Rohstoffe (m/w/d),Sales,"['sale', 'representative', 'cosmetic', 'raw', 'material']"
Junior ERP Berater (m/w/d) Junior IT Consultant,IT,"['enterprise', 'resource', 'planning', 'consultant', 'information', 'technology', 'consultant']"
Python Entwickler Automotive (m/w/d),IT,"['python', 'developer', 'automotive']"
Trainee Consultant IT-Projektmanagement Public Sector (m/w/d),IT,"['trainee', 'consultant', 'information', 'technology', 'project', 'management', 'public', 'sector']"
Product Sales Manager (m/w/d),Marketing and Communication,"['product', 'sale', 'manager']"
Marketing Commercial Manager (w/m/d),Marketing and Communication,"['marketing', 'commercial', 'manager']"
Ausbildung als Industriekaufmann (m/w/d),Sales,"['training', 'industrial', 'clerk']"
Vertriebsmitarbeiter (w/m/d) für B2B-Telesales,Sales,"['sale', 'representative', 'business', 'business', 'telesales']"
Geschäftsführer Vertrieb (m/w/d),Sales,"['managing', 'director', 'sale']"
C++ Software Engineer (m/w/x),IT,"['c', '++', 'software', 'engineer']"
Softwaretester (m/w/d),IT,"['software', 'tester']"
Außendienstmitarbeiter (m/w/d) für den Bereich PKW-Ersatzteile,Sales,"['sale', 'representative', 'area', '\u200b\u200bcar', 'spare', 'part']"
ERP-Administrator (m/w/d),IT,"['enterprise', 'resource', 'planning', 'administrator']"
PR-Manager (m/w/d),Marketing and Communication,"['public', 'relation', 'manager']"
SAP Product Owner / Customizer für FI/CO/RE-FX (m/w/x),IT,"['system', 'application', 'product', 'product', 'owner', 'customizer', 'fi', 'co', 'refx']"
Vertriebsmitarbeiter (m/w/x) im Außendienst von digitalen Medien,Sales,"['sale', 'representative', 'field', 'digital', 'medium']"
Consultant Service & Support (m/w/d),IT,"['consultant', 'service', 'support']"
Vertriebsmitarbeiter Außendienst (m/w/d),Sales,"['sale', 'representative', 'field', 'service']"
IT-Security Spezialist für Fertigungsumfeld (m/w/d),IT,"['information', 'technology', 'security', 'specialist', 'manufacturing', 'environment']"
(Junior) Project Engineer (m/w/d) IT,IT,"['project', 'engineer', 'information', 'technology']"
Projektmanager Cloud Services (m/w/d) DSGVO- Zertifizierung,IT,"['project', 'manager', 'cloud', 'service', 'gdpr', 'certification']"
Data Manager (m/f/d),IT,"['data', 'manager']"
Praktikum im Bereich Vertrieb,Sales,"['internship', 'sale']"
Trade Marketing Manager (m/w/d),Marketing and Communication,"['trade', 'marketing', 'manager']"
Praktikant (m/w/d) Digitalisierung und Wissensmanagement in der Instandhaltungsplanung,IT,"['trainee', 'digitization', 'knowledge', 'management', 'maintenance', 'planning']"
Store Manager (m/w/d) Outlet Görlitz,Sales,"['store', 'manager', 'outlet', 'görlitz']"
System Engineer Repair Service (m/w/d),IT,"['system', 'engineer', 'repair', 'service']"
Hardware-Entwickler (m/w/d) Digitale Schaltungsentwicklung,IT,"['hardware', 'developer', 'digital', 'circuit', 'development']"
Head of Marketing Timepieces (m/w/d),Marketing and Communication,"['head', 'marketing', 'timepiece']"
Projektmanager (m/w/d) Digitalisierung in Customer Service,IT,"['project', 'manager', 'digitization', 'customer', 'service']"
Administrator Order- and Contractmanagement (m/w/d),Sales,"['administrator', 'order', 'contract', 'management']"
Programmierer / Softwareentwickler / Developer (w/m/d),IT,"['programmer', 'software', 'developer', 'developer']"
PreSales Manager (m/w/d),Sales,"['presales', 'manager']"
Online Marketing Spezialist (m/w/d) Schwerpunkt SEO & Content,Marketing and Communication,"['online', 'marketing', 'specialist', 'focus', 'search', 'engine', 'optimization', 'content']"
Mitarbeiter (m/w/d) Vertriebsinnendienst für den telefonischen Vertrieb von Online-Stellenanzeigen,Sales,"['internal', 'sale', 'staff', 'telephone', 'distribution', 'online', 'job', 'advertisement']"
Vertriebsassistenz in Teilzeit (m/w/d),Sales,"['parttime', 'sale', 'assistant']"
Mitarbeiterin / Mitarbeiter im Bereich Förderprogramm für internationale Wissenschaftlerinnen (WiRe),Marketing and Communication,"['employee', 'area', '\u200b\u200bfunding', 'program', 'international', 'scientist', 'wire']"
R&D Senior Firmwareentwickler (m/w/d),IT,"['rd', 'firmware', 'developer']"
(Senior) Application Architect (m/w/d),IT,"['application', 'architect']"
SAP Inhouse Consultant (m/w/d),IT,"['system', 'application', 'product', 'inhouse', 'consultant']"
Automobilverkäufer (PKW) für Neu- und Gebrauchtwagen (m/w/d),Sales,"['automobile', 'salesman', 'passenger', 'car', 'new', 'used', 'car']"
"Senior Software Engineer JAVA / MS Azure (m/w/d) - Routing, Maps, Graphs & Large Data Sets",IT,"['software', 'engineer', 'java', 'm', 'azure', 'routing', 'map', 'graph', 'large', 'data', 'set']"
Experte (m/w/d) in Vertrieb und Beratung,Sales,"['expert', 'sale', 'advice']"
Marketing Assistant (m/w/d),Marketing and Communication,"['marketing', 'assistant']"
Senior MS NAV Projektmanager (m/w/d)- Düsseldorf,IT,"['m', 'nav', 'project', 'manager', 'düsseldorf']"
Ausbildung zum Fachinformatiker (m/w/d) für Anwendungsentwicklung (Hamburg) - Start 2020,IT,"['training', 'information', 'technology', 'specialist', 'application', 'development', 'hamburg', 'start']"
Mitarbeiter (m/w/d) im Vertriebsinnendienst,Sales,"['internal', 'sale', 'staff']"
Senior Inhouse Consultant SD (m/w/d),IT,"['inhouse', 'consultant', 'sd']"
Sales Trainee (m/w/x) im Vertrieb von Werbung und digitalen Medien,Marketing and Communication,"['sale', 'trainee', 'advertising', 'digital', 'medium', 'sale']"
Studentische*r Mitarbeiter*in Online-Redaktion,Marketing and Communication,"['student', 'employee', 'online', 'editing']"
Cloud Architect (m/w/d),IT,"['cloud', 'architect']"
"Praktikum/ Abschlussarbeit im Bereich Demand Planning, Pricing und Produktmanagement",Marketing and Communication,"['internship', 'thesis', 'field', 'demand', 'planning', 'pricing', 'product', 'management']"
DevOps Engineer (m/w/d) Microsoft,IT,"['developmentops', 'engineer', 'microsoft']"
Projektleiter (m/w/d) IT Infrastruktur,IT,"['information', 'technology', 'infrastructure', 'project', 'manager']"
Account Manager (w/m/d),Sales,"['account', 'manager']"
Systemadministrator Windows / Office 365 / Azure (m/w/d),IT,"['system', 'administrator', 'window', 'office', 'azure']"
Site-Reliability-Engineer für AZURE / Kubernetes Cloud-Lösung (m/w),IT,"['site', 'reliability', 'engineer', 'azure', 'kubernetes', 'cloud', 'solution']"
DevOps Engineer Docker/ Kubernetes (m/w/d),IT,"['developmentops', 'engineer', 'docker', 'kubernetes']"
Teamleiter Kundenbetreuung First Level (m/w/d),Sales,"['team', 'leader', 'customer', 'care', 'first', 'level']"
Vetriebsmitarbeiter // Account / Sales Manager (m/w/d),Sales,"['sale', 'employee', 'account', 'sale', 'manager']"
Consultant (all genders) Künstliche Intelligenz (Virtual Agent & Chatbots),IT,"['consultant', 'gender', 'artificial', 'intelligence', 'virtual', 'agent', 'chatbots']"
Intern Digital Customer Processes (m/w/divers),Sales,"['internal', 'digital', 'customer', 'process']"
Area Sales Manager (m/w/d),Sales,"['area', 'sale', 'manager']"
Führungskräfte (m/w/d) als Quereinsteiger für Marktführer 24-Stunden Seniorenbetreuung,Sales,"['manager', 'lateral', 'entrant', 'market', 'leader', 'hour', 'care', 'elderly']"
Internship Online Content Management (m/f/d) WestwingNow Netherlands,Marketing and Communication,"['internship', 'online', 'content', 'management', 'westwingnow', 'netherlands']"
Process Manager IT Applications (m/w),IT,"['process', 'manager', 'information', 'technology', 'application']"
Verkäufer (m/w/d) in Teilzeit,Sales,"['part', 'time', 'seller']"
PHP Senior Entwickler (m/w/d),IT,"['personal', 'home', 'page', 'developmenteloper']"
"Pharmareferent Hämatologie Rheinland-Pfalz, Saarland",Sales,"['pharmaceutical', 'representative', 'hematology', 'rhinelandpalatinate', 'saarland']"
Produktmanager (m/w/d) für ein neues Produkt,Marketing and Communication,"['product', 'manager', 'new', 'product']"
Linux System Administrator (Network and Infrastructure),IT,"['linux', 'system', 'administrator', 'network', 'infrastructure']"
IT-Support Manager (m/w/d),IT,"['information', 'technology', 'support', 'manager']"
Bankettleiter (m/w/d) im Tanzbrunnen Köln,Marketing and Communication,"['banquet', 'manager', 'tanzbrunnen', 'cologne']"
Mitarbeiter für unser Kundenservice-Team / Außendienst (m/w/d),Sales,"['employee', 'customer', 'service', 'team', 'field', 'service']"
"Versicherungsspezialist (m/w/d) Autobank – Vertriebscontrolling, Vertriebssupport, Partnersteuerung",Sales,"['insurance', 'specialist', 'autobank', 'sale', 'controlling', 'sale', 'support', 'partner', 'management']"
Trainee Vertrieb im Außendienst (m/w/d),Sales,"['sale', 'trainee', 'field']"
Spezialist (m/w/d) AWS-Betrieb Corporate Center Bereich Informationstechnologie,IT,"['specialist', 'aws', 'operation', 'corporate', 'center', 'information', 'technology']"
Junior Analyst Research Intelligence (m/w/d),IT,"['analyst', 'research', 'intelligence']"
(Senior) Java Entwickler (w/m/d),IT,"['java', 'developmenteloper']"
Vertriebsmitarbeiter (m/w/d) im Direktvertrieb,Sales,"['sale', 'representative', 'direct', 'sale']"
BI Frontend Developer (m/f/d),IT,"['business', 'intelligence', 'frontend', 'developer']"
IT-Prozessmanager Kommunikationslösungen (m/w/d),IT,"['information', 'technology', 'process', 'manager', 'communication', 'solution']"
Referenten (m/w/d),Marketing and Communication,['speaker']
Fachinformatiker (m/w/d),IT,"['information', 'technology', 'specialist']"
Senior E-Commerce Manager (m/w/d),Marketing and Communication,"['ecommerce', 'manager']"
IT-Projektmanager (m/w/d),IT,"['information', 'technology', 'project', 'manager']"
Senior Projektmanager Enterprise Communication and Collaboration (m/w/d),IT,"['project', 'manager', 'enterprise', 'communication', 'collaboration']"
Sales Specialist Nord-Ost (m/w/d),Sales,"['sale', 'specialist', 'northeast']"
Teamleiter (m/w/d) Softwareentwicklung,IT,"['team', 'leader', 'software', 'development']"
IT-Berater / Microsoft Infrastruktur (m/w/d),IT,"['information', 'technology', 'consultant', 'microsoft', 'infrastructure']"
Ausbildung zum Verkäufer und Kaufmann im Einzelhandel (m/w/x),Sales,"['apprenticeship', 'salesman', 'businessman', 'retail']"
(Junior) Maklerbetreuer für TOP-Versicherungsunternehmen (m/w/d),Sales,"['broker', 'advisor', 'top', 'insurance', 'company']"
System Engineer (m/w/d),IT,"['system', 'engineer']"
"IT Mitarbeiter im Bereich Anwendung, Organisation & Beratung (m/w/d)",IT,"['information', 'technology', 'employee', 'field', 'application', 'organization', 'consulting']"
IT Operator (m/w/d),IT,"['information', 'technology', 'operator']"
Aushilfen im Bereich Service und Zimmerreinigung,Marketing and Communication,"['temporary', 'help', 'area', '\u200b\u200bservice', 'room', 'cleaning']"
Junior Linux Administrator (m/w/d),IT,"['linux', 'administrator']"
Full-Stack-Webentwickler (m/w/d),IT,"['full', 'stack', 'web', 'developer']"
Anwendungsbetreuuer SAP (w/m/d),IT,"['application', 'supervisor', 'system', 'application', 'product']"
Vertrieb von Heizungen im Außendienst NRW (m/w/d),Sales,"['sale', 'heating', 'field', 'service', 'nrw']"
Mitarbeiter (m/w/d) in der Kundenbetreuung Gemeinschaftsverpflegung,Sales,"['employee', 'customer', 'service', 'communal', 'catering']"
Quereinsteiger (m/w/d) / Berufseinsteiger (m/w/d) als Rollout Mitarbeiter IT-Logistik,IT,"['lateral', 'entrant', 'career', 'starter', 'rollout', 'employee', 'information', 'technology', 'logistics']"
Product Owner (m/w/d) Marketing & Tracking,IT,"['product', 'owner', 'marketing', 'tracking']"
"IT Security Consultant w/m/d - Public Cloud (IaaS, PaaS)",IT,"['information', 'technology', 'security', 'consultant', 'public', 'cloud', 'iaa', 'paas']"
Redakteur (m/w/d) Pressespiegel in Teilzeit (30 Stunden / Woche),Marketing and Communication,"['parttime', 'press', 'review', 'editor', 'hour', 'week']"
Senior IT-Administrator Client-Systeme (w/m/d),IT,"['information', 'technology', 'administrator', 'client', 'system']"
Junior Service Manager (m/w/d),Sales,"['service', 'manager']"
SAP Basis Administrator (m/w/d) / SAP Basis Consultant,IT,"['system', 'application', 'product', 'basis', 'administrator', 'system', 'application', 'product', 'basis', 'consultant']"
Enterprise Architect (m/w/d),IT,"['enterprise', 'architect']"
"Fachinformatiker w/m/d im Bereich Netzwerk, Router, Switch, Cisco",IT,"['information', 'technology', 'specialist', 'area', '\u200b\u200bnetworks', 'router', 'switch', 'cisco']"
Marketing Manager UK (m/f/d),Marketing and Communication,"['marketing', 'manager', 'uk']"
Junior Prozessmanager (m/w/d) im Bereich Business Process Management & Digital Projects,IT,"['process', 'manager', 'area', '\u200b\u200bbusiness', 'process', 'management', 'digital', 'project']"
Mitarbeiter (w/m/d) im Kundenservice mit bautechnischen Kenntnissen,Sales,"['customer', 'service', 'staff', 'structural', 'engineering', 'knowledge']"
Performance Marketing Manager DACH (m/w/d),Marketing and Communication,"['performance', 'marketing', 'manager', 'dach']"
DevOps Engineer (m/w/d),IT,"['developmentops', 'engineer']"
Vertriebsmitarbeiter (m/w/d) Region Ost,Sales,"['sale', 'representative', 'region', 'east']"
Gebietsleitung (m/w/d) für den Vertrieb Sparkassen,Sales,"['area', 'manager', 'sale', 'saving', 'bank']"
IT-Mitarbeiter/Wirtschaftsinformatiker (m/w/d) im Bereich Site Processes,IT,"['information', 'technology', 'employee', 'business', 'informatics', 'specialist', 'field', 'site', 'process']"
Business Analyst focus Transport Management System Air/Sea (m/f/d),IT,"['business', 'analyst', 'focus', 'transport', 'management', 'system', 'air', 'sea']"
IT System und Netzwerkadministrator IT Security (m/w/d),IT,"['information', 'technology', 'system', 'network', 'administrator', 'information', 'technology', 'security']"
Junior-Auditor (m/w/d) IT-Revision,IT,"['auditor', 'information', 'technology', 'auditing']"
Projektmanager Öffentlichkeitsarbeit (m/w/d),Marketing and Communication,"['public', 'relation', 'project', 'manager']"
Product Owner (w/m/d) für IT-Produkte im Qualitätsmanagement,IT,"['product', 'owner', 'information', 'technology', 'product', 'quality', 'management']"
IT Business Architect (m/w/d),IT,"['information', 'technology', 'business', 'architect']"
Sachbearbeiter Vertrieb (m/w/d),Sales,"['sale', 'clerk']"
Full Stack Java Developer (m/w/d),IT,"['full', 'stack', 'java', 'developmenteloper']"
Telesales Agent im B2B Bereich (m/w/d),Sales,"['telesales', 'agent', 'business', 'business', 'area']"
Marketing-Praktikum im Bereich Marke (m/w/d),Marketing and Communication,"['marketing', 'internship', 'field', 'brand']"
Verkaufsleiter_in Region Nordhessen/Th&#252;ringen/Westsachsen (m/w/d),Sales,"['sale', 'manager', 'region', 'north', 'hesse', 'thuringia', 'west', 'saxony']"
Niederlassungsleiter (m/w/d) für unsere Niederlassung in Koblenz,Sales,"['branch', 'manager', 'branch', 'koblenz']"
Sales Representative (m/w/d) / Vertriebsmitarbeiter (m/w/d) für die Branche Energieversorgung/ EVUs,Sales,"['sale', 'representative', 'sale', 'representative', 'energy', 'supply', 'evus', 'sector']"
Promovierter Informatiker für innovative Softwarelösungen (m/w/d),IT,"['doctorate', 'computer', 'science', 'innovative', 'software', 'solution']"
Key Account Manager (w/m/d) Psychosomatische Medizin,Sales,"['key', 'account', 'manager', 'psychosomatic', 'medicine']"
(Junior) Web Developer (m/w/d) – Relocate to the most liveable City in the World,IT,"['web', 'developmenteloper', 'relocate', 'liveable', 'city', 'world']"
Abschlussarbeit Authentifizierungs- und Voice-to-Text Tool im Umfeld Plant Maintenance I4.0,IT,"['thesis', 'authentication', 'voicetotext', 'tool', 'field', 'plant', 'maintenance', '.']"
IT Administrator & Programmierung (m/w/d),IT,"['information', 'technology', 'administrator', 'programming']"
Service Dispatcher (w/m/d),IT,"['service', 'dispatcher']"
Außendienst-Mitarbeiter (m/w/d),Sales,"['field', 'service', 'employee']"
(Senior) Berater SAP BI/BW (w/m/d) in der Einheit BI&Analytics,IT,"['system', 'application', 'product', 'business', 'intelligence', 'bw', 'consultant', 'business', 'intelligence', 'analytics', 'unit']"
Werkstudent (m/w/d) im Bereich Marketing und Kommunikation,Marketing and Communication,"['working', 'student', 'field', 'marketing', 'communication']"
Kundenberater (m/w/d),Sales,"['client', 'advisor']"
SAP Anwendungsberater (m/w/d) Modul FI/CO,IT,"['system', 'application', 'product', 'application', 'consultant', 'module', 'fi', 'co']"
Internship International product marketing,Marketing and Communication,"['internship', 'international', 'product', 'marketing']"
Consultant (m/w/d) Professionelle Digitalisierung im Projektmanagement,IT,"['consultant', 'professional', 'digitization', 'project', 'management']"
Softwaretester Medizintechnik Testautomatisierung (m/w),IT,"['software', 'tester', 'medical', 'technology', 'test', 'automation']"
/ Vertriebsmitarbeiter (W/M/D) - Spezialstähle // / Qualitätsstahl - Großraum Stuttgart,Sales,"['sale', 'staff', 'special', 'steel', 'quality', 'steel', 'greater', 'stuttgart']"
Projektmitarbeiter (m/w/d) Bankenmigration,IT,"['project', 'employee', 'bank', 'migration']"
E-Commerce Sales Consultant UK (f/m/div.),Sales,"['ecommerce', 'sale', 'consultant', 'uk', 'div', '.']"
Service Manager ITIL (m/w/d),IT,"['service', 'manager', 'information', 'technologyil']"
Sachbearbeiter (m/w/i/t)|technischer Vertriebsinnendienst,Sales,"['clerk', 'technical', 'sale', 'office']"
Marketing Manager (m/w/d) Schwerpunkt Online/Social Media,Marketing and Communication,"['marketing', 'manager', 'focus', 'online', 'social', 'medium']"
Vertriebsleitung Maschinenbaukomponenten (m/w/d),Sales,"['sale', 'management', 'mechanical', 'engineering', 'component']"
Senior IT Windows Engineer (w/m/d),IT,"['information', 'technology', 'window', 'engineer']"
Pharmareferenten (w/m/d) Indikation HKL für Servier Deutschland GmbH,Sales,"['pharmaceutical', 'representative', 'indication', 'hkl', 'servier', 'deutschland', 'gmbh']"
Spezialist (w/m/d) Supply Chain Management - Digitalisierung,IT,"['specialist', 'supply', 'chain', 'management', 'digitization']"
Programmierer (m/w/d),IT,['programmer']
Ausbildung: Fachinformatiker (w/m/x) in der Anwendungsentwicklung mit Schwerpunkt Java,IT,"['education', 'information', 'technology', 'specialist', 'application', 'development', 'focus', 'java']"
Werkstudent Softwaretesting (m/w/d),IT,"['working', 'student', 'software', 'testing']"
Consultant / Manager (all genders) SAP,IT,"['consultant', 'manager', 'gender', 'system', 'application', 'product']"
Projektingenieur (m/w/d) für die Bereiche Softwareentwicklung und Systemintegration,IT,"['project', 'engineer', 'software', 'development', 'system', 'integration']"
Projektmanager Rechnungswesen (m/w/d)*,IT,"['project', 'manager', 'accounting']"
Data Analytics Architekt*in Bosch Data Strategy,IT,"['data', 'analytics', 'architect', 'bosch', 'data', 'strategy']"
(Senior) Agile Coach / Agilist (w/m/d),IT,"['agile', 'coach', 'agilist']"
Softwareentwickler (m/w/d),IT,"['software', 'developer']"
Communication Specialist (m/w/d),Marketing and Communication,"['communication', 'specialist']"
Werkstudent Sales & Recruiting (m/w/d),Sales,"['working', 'student', 'sale', 'recruiting']"
Gartencenterleitung (m/w/d),Sales,"['garden', 'center', 'management']"
Leading Software Developer (m/w/d) - Kompetenzteam,IT,"['leading', 'software', 'developmenteloper', 'competence', 'team']"
Selbstständiger Handelsvertreter Medizinproduktberater/ Pharmareferenten (m/w/d),Sales,"['independent', 'commercial', 'agent', 'medical', 'product', 'advisor', 'pharmaceutical', 'representative']"
Support Engineer (f/m/x) Helpdesk dutch,IT,"['support', 'engineer', 'helpdesk', 'dutch']"
Sachbearbeiter (m/w/d) im Customer Service mit Beratungs- und Vertriebsaspekten,Sales,"['clerk', 'customer', 'service', 'consulting', 'sale', 'aspect']"
Senior Account Manager (m/w/d) für Personalmarketing- und Mediaagenturen im Außendienst,Sales,"['account', 'manager', 'personnel', 'marketing', 'medium', 'agency', 'field']"
Mobile und Web App Developer Medizintechnik,IT,"['mobile', 'web', 'app', 'developer', 'medical', 'technology']"
Werkstudent Business Analyst / Data Manager (w/m/d),IT,"['working', 'student', 'business', 'analyst', 'data', 'manager']"
Kaufmann (m/w/d) im Außendienst/Vertrieb (HGB §84 ff.) als Finanzierungs- und Bausparberater,Sales,"['salesperson', 'field', 'sale', 'hgb', '§', 'ff', '.', 'financing', 'building', 'society', 'consultant']"
Verkäufer / Möbelverkäufer (m/w/d),Sales,"['seller', 'furniture', 'seller']"
Account Manager (m/w/d) ITK,Sales,"['account', 'manager', 'itk']"
Mitarbeiter (m/w/d) im Verkauf-Innendienst European Logistics,Sales,"['employee', 'sale', 'back', 'office', 'european', 'logistics']"
Specialist (m/w/d) Customer Care cSiS,Sales,"['specialist', 'customer', 'care', 'csis']"
Praktikant (m/w/d) Brandmanagement,Marketing and Communication,"['brand', 'management', 'intern']"
Global Senior Sales Excellence Consultant (m/f/d),Sales,"['global', 'sale', 'excellence', 'consultant']"
Ausbildung zum Kaufmann im Einzelhandel oder Verkäufer (m/w/d) Dortmund-Aplerbeck,Sales,"['training', 'merchant', 'retail', 'salesman', 'dortmundaplerbeck']"
Mitarbeiter (m/w/d) 1st & 2nd Level IT-Support,IT,"['st', 'nd', 'level', 'information', 'technology', 'support', 'staff']"
Vertriebsmitarbeiter (m/w/d),Sales,"['sale', 'staff']"
Head of Sales (m/w/d),Sales,"['head', 'sale']"
Account Manager (w/m/d) Full-Service Leasing Automotive im Außendienst Vertriebsregion Nord - Großraum Osnabrück (Homeoffice),Sales,"['account', 'manager', 'fullservice', 'leasing', 'automotive', 'field', 'service', 'sale', 'region', 'north', 'greater', 'osnabrück', 'home', 'office']"
Software-Architekt Highspeed-Banknotenbearbeitungssysteme (m/w/d),IT,"['software', 'architect', 'highspeed', 'banknote', 'processing', 'system']"
(Junior) Digital Communications Expert (m/w/d),Marketing and Communication,"['digital', 'communication', 'expert']"
Global Industrial Internship and Master Thesis - Software Engineering,IT,"['global', 'industrial', 'internship', 'master', 'thesis', 'software', 'engineering']"
International Key Account Manager (m/f/d) Travel Retail,Marketing and Communication,"['international', 'key', 'account', 'manager', 'travel', 'retail']"
IT-Systemadministrator (m/w/d),IT,"['information', 'technology', 'system', 'administrator']"
Projektmitarbeiter Change Management (m/w/d),IT,"['project', 'staff', 'change', 'management']"
Dualer Master (m/w/d) als Softwareentwickler für Produktentwicklung,IT,"['dual', 'master', 'degree', 'software', 'developer', 'product', 'development']"
CRM-Manager (m/w/d) im Produktmanagement mit Schwerpunkt Kündigungsprävention & Retention,Marketing and Communication,"['customer', 'relationship', 'management', 'manager', 'product', 'management', 'focus', 'dismissal', 'prevention', 'retention']"
E-Learning-Projektmanager (m/w/d),IT,"['elearning', 'project', 'manager']"
"C#-Entwickler/in (z. B. WPF, ASP.NET, UWP, .NET Core, SharePoint, …)",IT,"['c', '#', 'developer', 'e.g', '.', 'wpf', 'active', 'server', 'pages.net', 'uwp', '.net', 'core', 'sharepoint', '...']"
Development Engineer (m/w/d),IT,"['developmentelopment', 'engineer']"
Softwareentwickler (m/w/d),IT,"['software', 'developer']"
Vertriebsmitarbeiter (m/w/d) Außendienst Luft- und Seefracht,Sales,"['sale', 'representative', 'field', 'service', 'air', 'sea', 'freight']"
Projektkoordinator (w/m/d) für die SEB Koordination,IT,"['project', 'coordinator', 'seb', 'coordination']"
Informatiker/-innen bzw. Mathematiker/-innen (w/m/d),IT,"['computer', 'scientist', 'mathematician']"
Projektleiter mit disziplinarischer Verantwortung für die Softwareentwicklung im Automotive Umfeld (m/w/d),IT,"['project', 'manager', 'disciplinary', 'responsibility', 'software', 'development', 'automotive', 'environment']"
IT-Security / Cyber-Security-Spezialist (m/w/d),IT,"['information', 'technology', 'security', 'cyber', 'security', 'specialist']"
Testingenieur / Quality Assurance (m/w/d) Embedded Systems und Testautomatisierung,IT,"['test', 'engineer', 'quality', 'assurance', 'embedded', 'system', 'test', 'automation']"
Marketingmitarbeiter - Feline Holidays,Marketing and Communication,"['marketing', 'staff', 'feline', 'holiday']"
IT-Administrator (w/m/d),IT,"['information', 'technology', 'administrator']"
Frontend-Entwickler mit Schwerpunkt UX (w/m/d),IT,"['frontend', 'developer', 'focus', 'user', 'experience']"
"Telefonischer Kundenbetreuer (w/m/d) – Servicecenter in Voll- oder Teilzeit, unbefristet",Sales,"['telephone', 'customer', 'advisor', 'service', 'center', 'fulltime', 'parttime', 'unlimited']"
IT System Engineer (m/w/d) Contact Center und Unified Communications,IT,"['information', 'technology', 'system', 'engineer', 'contact', 'center', 'unified', 'communication']"
Mitarbeiter/in im Bereich IT-Support,IT,"['information', 'technology', 'support', 'employee']"
Medizinisches Fachpersonal (m/w/d) für den Software Support,IT,"['medical', 'specialist', 'software', 'support']"
