,job_title,category,clean_job_title
5968,Internal Communication Specialist (m/f/d),Marketing and Communication,Internal Communication Specialist
5969,Inside Sales Manager (m/w/d),Sales,Inside Sales Manager
5970,MTA / OTA als Klinischer Spezialist / Außendienstmitarbeiter (m/w/d) Gefäßverschlusssysteme,Sales,MTA / OTA as clinical specialist / sales representative for vascular occlusion systems
5971,"Product Manager / Business Developer (m/w/d), B2B",Marketing and Communication,"Product Manager / Business Developer, BB"
5972,Praktikanten/Praktikantin im Bereich des Zentralen Kulturmarketings,Marketing and Communication,Interns in the area of ​​central cultural marketing
5973,IT Security Expert (m/w/d),IT,IT security expert
5974,Web / Digital Analyst Online Marketing (m/f/d),Marketing and Communication,Web / Digital Analyst Online Marketing
5975,Softwarearchitekt (m/w/d),IT,Software architect
5976,PreSales Engineer im Innendienst (m/w/d),Sales,PreSales Engineer in the office
5977,Praktikant Brand Management (m/w/d) - 01.02.-31.05.2020,Marketing and Communication,Intern Brand Management - ..- ..
5978,Bankett Service Mitarbeiter (m/w/d),Marketing and Communication,Banquet service staff
5979,Außendienstmitarbeiter technischer Vertrieb (w/m/d) Rhein-Main,Sales,Sales representative for technical sales Rhein-Main
5980,Mitarbeiter (m/w/d) im IT-Support / IT-Service Desk,IT,Employee in the IT support / IT service desk
5981,Junior Developer (m/w/d) Java/JEE,IT,Junior Developer Java / JEE
5982,IT Consultant DevOps (m/w/d),IT,IT Consultant DevOps
5983,Netzwerk-und Systemadministrator*in,IT,Network and system administrator
5984,Anwendungsbetreuer / Applikationsspezialist SAP FI/CO (m/w/d),IT,Application supervisor / application specialist SAP FI / CO
5985,Werkstudent in der Filiale (m/w/d),Sales,Working student in the branch
5986,Senior IT-Architekt Software Services (m|w|d),IT,Senior IT Architect Software Services (m | f | d)
5987,"Verkäufer, Kaufmann im Einzelhandel, Gartenbauer, Landschaftsbauer oder Gärtner als Fachberater (m/w/d) Stadtgarten",Sales,"Salesman, retail merchant, horticulturist, landscaper or gardener as a specialist urban gardening consultant"
5988,Duales Studium BWL / International Business,Sales,Dual studies in business administration / international business
5989,IT System Engineer (m/w/d) Softwareverteilung und -automatisierung mit baramundi,IT,IT system engineer software distribution and automation with baramundi
5990,Enterprise Architect (m/f/d),IT,Enterprise Architect
5991,Vertriebsmitarbeiter (m/w/d) im Außendienst für die Region Berlin/ Brandenburg,Sales,Sales representative in the field service for the Berlin / Brandenburg region
5992,PP Analyst (f/m/d),IT,PP analyst
5993,Werkstudent im Bereich Brand Management & Product Marketing (m/w/d),Marketing and Communication,Working student in the area of ​​brand management & product marketing
5994,Test-Engineer / Test-Manager (m/w/d),IT,Test engineer / test manager
5995,Account Manager (m/w/d) IT,IT,Account Manager IT
5996,Projektleiter (m/w/d) Event & Messe,Marketing and Communication,Project manager event & trade fair
5997,Junior Sales Expert (m/w/d) im Neukundengeschäft Hygiene Region Süd/West<br>,Sales,Junior Sales Expert in the new customer business Hygiene Region South / West <br>
5998,Mitarbeiter Vertrieb (m/w/d),Sales,Sales employee
5999,Fachinformatiker als Applikationsbetreuer (w/m/d),IT,IT specialist as application supervisor
6000,Frontend Developer (all genders),IT,Frontend Developer (all genders)
6001,Regionalmanager München (w/m/d),Sales,Regional manager Munich
6002,Product Owner (m/w/d),Marketing and Communication,Product Owner
6003,Mitarbeiter/in für Technischen Support / Hotline / Second Level (m/w/d),IT,Employee for technical support / hotline / second level
6004,(Junior) Security Spezialist für unser Security Operations Center Firewall und Netzwerksicherheit (w/m/d),IT,(Junior) security specialist for our security operations center firewall and network security
6005,Account Manager (m/w/d),Sales,account Manager
6006,Mitarbeiter Vertriebsinnendienst (m/w/d),Sales,Internal sales staff
6007,Exchange IT Consultant (m/w/d),IT,Exchange IT Consultant
6008,Referentin/Referent (w/m/d) Presse und Öffentlichkeitsarbeit in Voll- oder Teilzeit,Marketing and Communication,Consultant for press and public relations full-time or part-time
6009,Produktmanager (m/w/d) Medizintechnik,Marketing and Communication,Product manager medical technology
6010,Softwareentwickler Forschung & Entwicklung (m/w/d),IT,Software developer research & development
6011,Internship Category Management Writing Instruments (m/f/d),Marketing and Communication,Internship Category Management Writing Instruments
6012,"Sales Manager / Account Manager (m/w/d)
im Bereich elektronische Finanz­dienst­leistungen mit Schwerpunkt Mehrwert­steuer­rückzahlungen",Sales,"Sales Manager / Account Manager
in the field of electronic financial services with a focus on VAT refunds"
6013,Sales & Account Manager (w/m/d) – Data Science,Sales,Sales & Account Manager - Data Science
6014,Software Engineer (w/m/d),IT,Software engineer
6015,Masterarbeit im Bereich Machine Learning in der X-Ray Computertomografie,IT,Master's thesis in the field of machine learning in X-ray computed tomography
6016,Ausbildung - Immobilienkaufmann*,Sales,Apprenticeship - real estate agent *
6017,(Senior) Software Engineer C++ (m/w/d) im Bereich patientenspezifischer Implantate in der Medizintechnik,IT,(Senior) Software Engineer C ++ in the field of patient-specific implants in medical technology
6018,Mitarbeiter Sales bzw. Berater und Verkäufer (m/w/d) im Bereich Abfallwirtschaft auf biologischer Basis,Sales,Sales employee or consultant and seller in the field of waste management on a biological basis
6019,"Geschäftskundenberater (m/w/d) für Multimedialösungen von Vodafone, Bereich Immobilienwirtschaft (auch Quereinsteiger)",Sales,"Business customer advisor for multimedia solutions from Vodafone, real estate sector (also career changers)"
6020,SAP FI Berater (m/w/d) / SAP FI Consultant,IT,SAP FI Consultant / SAP FI Consultant
6021,IT - Service Management / - Audits (m/w/d),IT,IT service management / audits
6022,"Werkstudent (m/w/d) SAP für Rollout-Unterstützung, von Oktober 2019 bis Juni 2020 für 15–20 Stunden wöchentlich",IT,"Working student at SAP for rollout support, from October to June for - hours a week"
6023,DevOps Engineer (m/w/divers),IT,DevOps Engineer
6024,Senior Sales Manager International (m/w/d),Sales,Senior Sales Manager International
6025,Application Specialist Dynamics NAV (m/w/d) als Einstiegsposition,IT,Application Specialist Dynamics NAV as an entry-level position
6026,Leiter/in Marketing (m/w/d),Marketing and Communication,Head of marketing
6027,Product Owner (m/f/d),IT,Product Owner
6028,Kaufmännischer Mitarbeiter w/m/d Vertriebsinnendienst,Sales,Commercial employee f / m / d internal sales
6029,IT-Systemadministrator (m/w/d)Mobile Device Management,IT,IT system administrator for mobile device management
6030,IT-Systemadministrator (w/m/d) - IT-Service-Desk: POS,IT,IT system administrator - IT service desk: POS
6031,Managementberater Technolgie & Architektur (m/w/d) Public Sector,IT,Management consultant technology & architecture public sector
6032,Informatiker/Administrator (m/w/d) Netzwerk,IT,Computer scientist / administrator network
6033,Vertriebsmitarbeiter Außendienst Smart Home (m/w/d) - Region Halle/Leipzig,Sales,Sales representative field service Smart Home - Halle / Leipzig region
6034,Werksstudent BC Produktion & GreenCycle - Bereich Fleischwaren (w/m/d),IT,Working student BC Production & GreenCycle - meat products
6035,Chief Executive Officer (m/w/d),IT,Chief Executive Officer
6036,Werkstudent* im Bereich Content Management,IT,Working student * in the field of content management
6037,(Senior) Account Manager IT Infrastructure - Hannover / Bremen (m/w/d),Sales,(Senior) Account Manager IT Infrastructure - Hanover / Bremen
6038,Sales Manager (m/w/d),Sales,Sales manager
6039,Projektleitung Maritimes Hamburg und Kulturmarketing (w/m/d),Marketing and Communication,Project management Maritime Hamburg and cultural marketing
6040,Specialist Category Management im Bereich Fruit & Vegetables (m/w/d),Marketing and Communication,Specialist Category Management in Fruit & Vegetables
6041,Assistenz (m/w/d) der Storeleitung,Sales,Assistant to the store management
6042,Teamassistenz (m/w/d) Marketing & Akquise,Marketing and Communication,Team Assistant Marketing & Acquisition
6043,Ausbildung zum Fachinformatiker (m/w/d) für Systemintegration 2020,IT,Training as IT specialist for system integration
6044,Vertriebsmitarbeiter im Innendienst (m/w/d),Sales,Sales representative in the office
6045,IT System Operator / Administrator (m/w/d) Server - Storage - Infrastruktur - Prozesse - Anwendungsbetrieb,IT,IT system operator / administrator server - storage - infrastructure - processes - application operation
6046,Praktikant*in Produktmanagement für Bosch Smart Home System,Marketing and Communication,Product management intern for Bosch Smart Home System
6047,Data Engineer (m/w/d),IT,Data engineer
6048,Kaufmann Groß- und Außenhandel (m/w/d),Sales,Wholesale and foreign trade merchant
6049,Insight Analyst (m/f/d),IT,Insight Analyst
6050,Stellvertretende Betriebsleitung (m/w/d),Sales,Deputy management
6051,Infrastruktur-Administrator (w/m/d) Webhosting (CMS),IT,Infrastructure administrator web hosting (CMS)
6052,Leiter Direct- und Online-Marketing (w/m/d),Marketing and Communication,Head of Direct and Online Marketing
6053,Trainee (m/w/d) zum selbständigen REWE-Kaufmann,Sales,Trainee to become an independent REWE businessman
6054,Java Entwickler (m/w/d),IT,Java developer
6055,IT-Berater / Softwareentwickler (m/w/d),IT,IT consultant / software developer
6056,Vertriebssachbearbeiter (m/w/d) im Innen- und Außendienst für die Gebäudedienstleistung in Bonn,Sales,Internal and external sales clerk for building services in Bonn
6057,Praktikant*in Business Service Warehousing,Sales,Intern in Business Service Warehousing
6058,Volontär (m/w/d) Contententwicklung/ E-Learning,Marketing and Communication,Volunteer content development / e-learning
6059,Tagungsbetreuer (m/w/d),Marketing and Communication,Conference supervisor
6060,Software-Entwickler * C# oder C++,IT,Software developer * C # or C ++
6061,Werkstudent Institutional Sales (m/w/d) Düsseldorf,Sales,Working student in Institutional Sales Düsseldorf
6062,Projektleiter Business Excellence & Transformation (w/m/d),IT,Project manager business excellence & transformation
6063,Projektmanager Marketing (gn),Marketing and Communication,Project Manager Marketing (gn)
6064,Verkäufer (m/w/d) in Voll- und Teilzeit,Sales,Full and part time salespeople
6065,Kaufmännische Mitarbeiter/Sachbearbeiter (m/w/d) in der Energiewirtschaft Kundenservice/Innendienst/Inbound,Sales,"Commercial employees / clerks in the energy industry, customer service / back office / inbound"
6066,IT Systemadministrator m/w/d,IT,IT system administrator m / f / d
6067,Project Office Mitarbeiter (m/w/d),IT,Project Office employees
6068,IBM Cognos TM1 Spezialist (w/m/d),IT,IBM Cognos TM specialist
6069,Full Stack Developer JavaScript (w/m/d),IT,Full Stack Developer JavaScript
6070,Verkäufer / Bäckereifachverkäufer (m/w/d) - in Voll- oder Teilzeit - gerne auch Quereinsteiger​,Sales,Salesperson / bakery salesperson - full-time or part-time - also lateral entrants
6071,Abschlussarbeit Statistische Analyse von GNSS Korrekturdaten und dazugehöriger Qualitätsinformationen,IT,Thesis statistical analysis of GNSS correction data and related quality information
6072,Teamleiter Online Marketing (m/w/d),Marketing and Communication,Team leader online marketing
6073,(Junior) Projektmanager Events (m/w/d),Marketing and Communication,(Junior) project manager events
6074,Global Brand Manager (m/f/d),Marketing and Communication,Global Brand Manager
6075,Sachbearbeiter (w/m/d) im Bereich Customer Service Management,Sales,Clerk in the area of ​​customer service management
6076,Event Manager (m/w/d),Marketing and Communication,Event manager
6077,VerkäuferInnen für die Saison 2020 (April - Juni),Sales,Salespeople for the season (April - June)
6078,Mitarbeiter IT Service Desk (m/w/d),IT,IT Service Desk employee
6079,Content Marketing Manager (m/w/d),Marketing and Communication,Content Marketing Manager
6080,Praktikant (m/w/divers) Innovation / Qualitative Research,Marketing and Communication,Internship Innovation / Qualitative Research
6081,"Technical Sales / Account Manager Bereich Medizintechnik, Avionik, Automotive (m/w/d)",Sales,"Technical Sales / Account Manager for medical technology, avionics, automotive"
6082,IT-Koordinator (w/m/d) Manufaktur,IT,IT coordinator manufactory
6083,Customer Journey Owner (m/w/d),Marketing and Communication,Customer journey owner
6084,Software Engineer (w/m/d) Warehouse-Management-System,IT,Software engineer warehouse management system
6085,Gebietsleiter / Franchise Business Leader (m/w/d),Sales,Area Manager / Franchise Business Leader
6086,Softwaretester / Testmanager (m/w/d),IT,Software tester / test manager
6087,Software Entwickler (m/w/d),IT,Software developer
6088,Project Manager Global Reporting (m/w/d),Marketing and Communication,Project Manager Global Reporting
6089,"Studium Bachelor of Science, Informationstechnik (m/w/d) 2020",IT,"Bachelor of Science, Information Technology"
6090,"Consultant für DMS, ECM, Archivierung & Workflow (m/w/d)",IT,"Consultant for DMS, ECM, archiving & workflow"
6091,Vertriebsmitarbeiter (m/w/d) Innendienst,Sales,Internal sales representative
6092,Senior IT-Administrator*,IT,Senior IT Administrator *
6093,Klinikfachreferent (m/w/d) Bereich Onkologie,Sales,Clinical specialist in oncology
6094,Student - Inside Sales (m/f/d),Sales,Student - Inside Sales
6095,Performance Marketing Manager (w/m/d),Marketing and Communication,Performance Marketing Manager
6096,"Enterprise Architect, SecurityArchitecture Practice Lead (m/f/d)",IT,"Enterprise Architect, SecurityArchitecture Practice Lead"
6097,Marktleiter (m/w/d),Sales,Store manager
6098,IT Inhouse Consultant (m/w/d),IT,IT in-house consultant
6099,Kaufmännischer Mitarbeiter Vertriebsinnendienst Holzwerkstoffe / Bauelemente (m/w/d),Sales,Commercial employee inside sales wood-based materials / construction elements
6100,Softwareentwickler (m/w/d) C#/.NET,IT,Software developer C # /. NET
6101,Account Manager (d/m/w) im Außendienst,Sales,Account manager in the field
6102,Gebietsverkaufsleiter (w/m/d) im Automobilbereich – Region Nord,Sales,Area sales manager in the automotive sector - Region North
6103,Projektleiter / ECM Consultant (m/w/d),IT,Project manager / ECM consultant
6104,Sales Representative Uro - (Onkologie) Business Unit Solide Tumore,Sales,Sales Representative Uro - (Oncology) Business Unit Solid Tumors
6105,"Fachverkäufer (m/w/d) Fleisch und Wurst, Fisch, Käse & Obst und Gemüse in Voll- oder Teilzeit",Sales,"Specialized salesman for meat and sausage, fish, cheese & fruit and vegetables full-time or part-time"
6106,Client Service Manager IT (m/w/d),IT,Client Service Manager IT
6107,Java-Anwendungsentwickler (m/w/d),IT,Java application developer
6108,Gebietsverkaufsleiter Raum Schleswig-Holstein m/w/d,Sales,Area Sales Manager Schleswig-Holstein m / f / d
6109,Praktikant im Bereich Produktmanagement (m/w/divers),Marketing and Communication,Intern in the field of product management
6110,IT-Consultant (m/w/d) Ersatzteillogistik,IT,IT consultant spare parts logistics
6111,Manager (m/w/d) Vertriebssteuerung,Sales,Sales control manager
6112,Mitarbeiter im Innendienst (m/w/d) Voll- und Teilzeit,Sales,Full-time and part-time employees in the office
6113,Versicherungsreferent (m/w/d) Privat / Gewerbe im Innendienst,Sales,Insurance advisor private / commercial in the office
6114,Mediaberater (m/w/x) im Vertrieb von Werbung & digitalen Medien,Marketing and Communication,Media consultant in the distribution of advertising & digital media
6115,System Engineer IT-Security (w/m/d),IT,System engineer IT security
6116,Junior Küchenfachverkäufer (w/m/divers),Sales,Junior kitchen salesman
6117,Volontär/Praktikant (d/m/w) im Bereich Region & Standort,Marketing and Communication,Volunteer / intern in the region & location department
6118,Junior Online Redakteur (w/m/d),Marketing and Communication,Junior online editor
6119,(Senior) Account Manager - Bereich Telekommunikation (m/w/d),Sales,(Senior) Account Manager - Telecommunications
6120,Verkaufsberater im Außendienst PKW Werkstätten (m / w / d),Sales,Sales advisor in the field service car workshops (m / f / d)
6121,SAP Basis Administrator (gn),IT,SAP Basis Administrator (gn)
6122,Data Scientist (m/w/d) Customer Experience Management,IT,Data Scientist Customer Experience Management
6123,Sachbearbeiter (m/w/d) Customer Service,Sales,Customer Service Clerk
6124,Content Marketing Specialist (m/w/d),Marketing and Communication,Content Marketing Specialist
6125,Hardwareentwickler (m/w/d) Automotive,IT,Hardware developer automotive
6126,(Senior) Online Marketing Analyst (m/w/d),Marketing and Communication,(Senior) Online Marketing Analyst
6127,Technical SEO Manager (d/f/m),Marketing and Communication,Technical SEO Manager
6128,Mitarbeiter (m/w/d) Kundenbetreuung Vertriebsinnendienst,Sales,Employee customer service in-house sales
6129,Sales Manager Consulting Services (Valicare GmbH),Sales,Sales Manager Consulting Services (Valicare GmbH)
6130,Duales Bachelorstudium BWL International Business (B. A.),Sales,Dual Bachelor's degree in Business Administration International Business (B.A.)
6131,"Ausbildung zur Kauffrau, zum Kaufmann im Großund Außenhandel in der Fachrichtung Großhandel (m/w/d)",Sales,Apprenticeship as a clerk in wholesale and foreign trade specializing in wholesale
6132,Mitarbeiter Kundenservice (m/w/d) E-Commerce,Sales,Employee customer service e-commerce
6133,Retail Manager (m/w/d),Sales,Retail manager
6134,Manager Datacenter & Infrastructure / DCI (w/m/d),IT,Manager Datacenter & Infrastructure / DCI
6135,Trainee Data Analytics & AI - Digital Operations (w/m/d),IT,Trainee Data Analytics & AI - Digital Operations
6136,Vertriebsberater (m/w/d) Investmentfonds für die Mainzer Volksbank eG,Sales,Sales advisor for investment funds for Mainzer Volksbank eG
6137,CloudStack Developer (w/m/d),IT,CloudStack Developer
6138,Kundenbetreuer (m/w/d) mit Entwicklungspotenzial,Sales,Account manager with development potential
6139,Außendienstmitarbeiter (m/w/divers) Region Nord (Homeoffice),Sales,Sales representative for the north region (home office)
6140,Service Manager*,IT,Service Manager *
6141,Teamleiter (m/w/d) Softwareentwicklung E-Mobility,IT,Team Leader Software Development E-Mobility
6142,Softwareentwickler/-tester (m/w/d) Navigationssysteme,IT,Software developer / tester navigation systems
6143,G-Suite Deployment Specialist (m/w/d),IT,G-Suite Deployment Specialist
6144,SAP-Projektleiter (m/w/d),IT,SAP project manager
6145,(Junior) Consultant Java Development (m/w/d),IT,(Junior) Consultant Java Development
6146,Anwendungs- und Systembetreuer (m/w/d),IT,Application and system administrator
6147,Software Requirements Manager Fahrwerksysteme Automotive (m/w/d),IT,Software requirements manager chassis systems automotive
6148,Kundenbetreuer (w/m/d),Sales,Account Manager
6149,Junior Produktmanager (m/w/d) für den Bereich Mikroskopie,Marketing and Communication,Junior product manager for microscopy
6150,(Senior) IT Security Consultant (m/w/d) Elektronische Identitäten und hoheitliche Dokumente,IT,(Senior) IT Security Consultant Electronic identities and official documents
6151,Marktleiter (m/w/d) Bereich Lebensmitteleinzelhandel,Sales,Market manager in the food retail sector
6152,Examinierte Krankenschwester/-pfleger als Vertriebsmitarbeiter (m/w/d) im Außendienst,Sales,Registered nurse as a sales representative in the field
6153,Journalistenschüler (w/m/d) mit dem Schwerpunkt Foto,Marketing and Communication,Journalism student with a focus on photo
6154,User Support Agent - Arabic Speaker,Sales,User Support Agent - Arabic Speaker
6155,Congress Manager (m/w/d) in Berlin und Hamburg,Marketing and Communication,Congress Manager in Berlin and Hamburg
6156,Filialleiter (m/w/d),Sales,Branch manager
6157,Mitarbeiter im Vertriebsinnendienst (m/w/d),Sales,Internal sales staff
6158,Werkstudent (m/w/d) Produktmanagement Marine,Marketing and Communication,Working student product management marine
6159,Marktleiter (m/w/d),Sales,Store manager
6160,KAUFMÄNNISCHER MITARBEITER (M/W/D) MIT PERSPEKTIVE ZUR TEAMLEITUNG,Sales,COMMERCIAL EMPLOYEE WITH THE PERSPECTIVE TO LEAD A TEAM
6161,Vertriebsmitarbeiter (m/w/d) Innendienst im Bereich Content Marketing,Sales,Internal sales representative in the area of ​​content marketing
6162,Marktleiter (m/w/d) für unsere HIT-Märkte,Sales,Market manager for our HIT stores
6163,Service Desk Agent (m/w/d),IT,Service desk agent
6164,(Junior) Projektmanager (m/w/x) Business Intelligence,IT,(Junior) Project Manager Business Intelligence
6165,IT Support Spezialist (m/w/d) - HelpDesk Mitarbeiter,IT,IT support specialist - HelpDesk employee
6166,Softwaretester (ISTQB) Public Sector (m/w/d),IT,Software Tester (ISTQB) Public Sector
6167,Vertriebsmitarbeiter/in im Innendienst Sparte Hochbau (m/w/d),Sales,Sales representative in the office in the building construction division
6168,(Senior) Sales Consultant (m/w/d) für den Vertrieb von Personaldienstleistungen,Sales,(Senior) Sales Consultant for the distribution of personnel services
6169,Frontend Developer (m/f/d) at a Corporate Joint Venture with Start-up Spirit,IT,Frontend Developer at a Corporate Joint Venture with Start-up Spirit
6170,Teamleader Automotive Global Sales (m/w/d),Sales,Team leader Automotive Global Sales
6171,Minijobber Holzzuschnitt (m/w/d),Sales,Mini jobber cutting wood
6172,Full Stack Softwareentwickler (w/m/d) – Schwerpunkt PHP in Voll- oder Teilzeit,IT,Full stack software developer - full-time or part-time with a focus on PHP
6173,Juniorverkaufsleiter (m/w/d) im Außendienst,Sales,Junior sales manager in the field
6174,Praktikum im Bereich Marktmanagement Cross Functions mit Schwerpunkt CRM Tool am Standort Neu-Ulm,IT,Internship in the area of ​​market management cross functions with a focus on CRM tools at the Neu-Ulm location
6175,Telefonischer Kundenberater (m/w/d),Sales,Telephone customer advisor
6176,Account Manager (m/w/d),Sales,account Manager
6177,Social Media Manager (m/w/d),Marketing and Communication,Social media manager
6178,Vertriebsmitarbeiter im Außendienst - Region Berlin / Brandenburg (w/m/d),Sales,Sales representative in the field service - Berlin / Brandenburg region
6179,Mitarbeiter im Telefonvertrieb / Kaltakquise (m/w/d),Sales,Employee in telephone sales / cold calling
6180,Sales Professional im Außendienst (m/w/d),Sales,Sales professional in the field
6181,Management Trainee (m_w_d),Sales,Management Trainee (m_w_d)
6182,Manager Marketing & Kommunikation (m/w/d) mit Schwerpunkt Strategie,Marketing and Communication,Marketing & Communication Manager with a focus on strategy
6183,"SAP Consultant mit Schwerpunkt UX, SAPUI5, FIORI (m/w/d)",IT,"SAP consultant with a focus on UX, SAPUI, FIORI"
6184,Abiturientenprogramm Fachwirt (m/w/d) im E-Commerce,Sales,High school graduate program specialist in e-commerce
6185,Business Consultant (m/f/d) Strategic Accounts - Professional Solutions,Sales,Business Consultant Strategic Accounts - Professional Solutions
6186,(Senior-) Test Coordinator (m/f/d) for in-vehicle tests of high-performance ECUs,IT,(Senior) Test Coordinator for in-vehicle tests of high-performance ECUs
6187,Associate Lead Expert Service Management (m/w/d),IT,Associate Lead Expert Service Management
6188,"Praktikant Retail, Event & Gastronomie (w/m/d)",Marketing and Communication,"Intern retail, event & gastronomy"
6189,Auszubildende/n IT Fachinformatiker/in (m/w/d) Anwendungsentwicklung für 2020 Köln,IT,Trainee IT specialist in application development for Cologne
6190,Service Delivery Manager (m/w/d) Business Intelligence – Pharma & Healthcare Industry,IT,Service Delivery Manager Business Intelligence - Pharma & Healthcare Industry
6191,Senior Data Scientist (w/m/d),IT,Senior Data Scientist
6192,Vertriebsmitarbeiter (m/w/d) im Innendienst,Sales,Sales representative in the office
6193,Dienstplanprogramm-Administrator m|w|d,IT,Utility program administrator m | w | d
6194,Change Manager (m/w/x),IT,Change manager
6195,Mitarbeiter (w/m/d) zur telefonischen und schriftlichen Kundenbetreuung,Sales,Employees for telephone and written customer care
6196,Sachbearbeiter (m/w/d) Stammdaten für Hotelleistungen in Voll- oder Teilzeit,Sales,Master data clerk for full-time or part-time hotel services
6197,Bereichsleiter Marketing (m/w/d),Marketing and Communication,Head of Marketing
6198,Außendienstmitarbeiter (m/w/divers) Region Österreich (Homeoffice),Sales,Sales representative for the region of Austria (home office)
6199,E-Commerce Specialist (m/w/d) Schwerpunkt Online Performance Marketing,Marketing and Communication,E-Commerce Specialist with a focus on online performance marketing
6200,Entwicklungsingenieur Taktische Daten Links mit Sachverantwortung (m/w/divers),IT,Development Engineer Tactical Data Links with technical responsibility
6201,Real Estate Manager (m/w/d) DE&NL,Sales,Real Estate Manager DE&NL
6202,Vertriebsmitarbeiter im Innendienst (m/w/d) GESCHÄFTSBEREICH STAHL,Sales,"Sales staff in the back office, STEEL DIVISION"
6203,Vertriebsassistenz (w/m/d),Sales,Sales assistant
6204,System Engineer (m/w/d) Solaris Unix & Enterprise Linux,IT,System Engineer Solaris Unix & Enterprise Linux
6205,Mitarbeiter im Vertriebsinnendienst (m/w/d),Sales,Internal sales staff
6206,Telefonischer Kundenberater (m/w/d) im Inbound,Sales,Telephone customer advisor in inbound
6207,Produkt- und Portfoliomanager (m/w/d) Rechtsschutzversicherung,Marketing and Communication,Product and portfolio manager legal expenses insurance
6208,IT Service Desk Agent (w/m/d) 1st & 2nd Level,IT,IT service desk agent st & nd level
6209,Junior Testautomatisierer Public Sector (m/w/d),IT,Junior Test Automation Public Sector
6210,Praktikant (m/w/d) IT Infrastruktur,IT,IT infrastructure intern
6211,Mitarbeiter (m/w/d) IT Support,IT,IT support staff
6212,Account Manager Media (m/w/d),Marketing and Communication,Account Manager Media
6213,Spezialist DWH/ETL Entwicklung (m/w/d),IT,Specialist DWH / ETL development
6214,Junior Technical Analyst für den Bereichs Foreign Branches & PFA Engines (m/w/d),IT,Junior Technical Analyst for Foreign Branches & PFA Engines
6215,Selbstständiger Immobilienmakler / Immobilienberater (m/w/d) Home-Office,Sales,Self-employed real estate agent / home office real estate consultant
6216,Praktikum in der Softwareentwicklung (Java),IT,Internship in software development (Java)
6217,Außendienstmitarbeiter (m/w/d) Vertrieb Region Deutschland West,Sales,Sales representative for the West Germany region
6218,SAP IS-U Consultant (m/w/d),IT,SAP IS-U Consultant
6219,Senior IT Consultant (m/w/d),IT,Senior IT Consultant
6220,Teamleiter IT Support (m/w/d) Mönchengladbach,IT,Team leader IT support Mönchengladbach
6221,System Engineer Backup & Recovery (M/W/D),IT,System Engineer Backup & Recovery
6222,Praktikant (m/w/d) im Channel Marketing,Marketing and Communication,Intern in Channel Marketing
6223,Leiter Kompetenzcenter Anwendungsbetrieb,IT,Head of Competence Center Application Operations
6224,(Junior) Consultant (w/m/d) ERP mit Schwerpunkt Microsoft,IT,(Junior) Consultant ERP with a focus on Microsoft
6225,(Junior) Business Consultant (m/w/d) - Insurance,IT,(Junior) Business Consultant - Insurance
6226,Senior Consultant / Manager (m/w/d) Digital Engineering & Asset Management,IT,Senior Consultant / Manager Digital Engineering & Asset Management
6227,Market Intelligence Analyst (m/w/d),IT,Market Intelligence Analyst
6228,Zielkundenberater (m/w/d) Versicherung Außendienst – betriebliche Altersvorsorge bAV und Kompositversicherung,Sales,Target customer advisor insurance field service - company pension scheme and composite insurance
6229,Enterprise Account Director D-A-CH (m/w/divers),Sales,Enterprise Account Director D-A-CH
6230,IT-Supporter (m/w/d),IT,IT supporter
6231,"Kaufmännische*r Mitarbeiter*in für Support / Helpdesk Transportlogistik-Plattform, gern Kauffrau*mann für Spedition- und Logistikdienstleistung",IT,"Commercial employee for support / help desk transport logistics platform, happy to be a clerk for forwarding and logistics services"
6232,Junior Java Entwickler (w/m/d),IT,Junior Java Developer
6233,Seller Account Manager (m/f/d),Sales,Seller Account Manager
6234,(Senior) Consultant (w/m/d) Industrial Control System Security - Cyber Security,IT,(Senior) Consultant Industrial Control System Security - Cyber ​​Security
6235,"Verkaufsberater (m/w/d), Store Agent (m/w/d) in Berlin-Charlottenburg für 20h - 30h in Teilzeit",Sales,"Sales consultant, store agent in Berlin-Charlottenburg for h - h part-time"
6236,Mitarbeiter (m/w/d) Unternehmenskommunikation,Marketing and Communication,Corporate communications employee
6237,Berater (m/w/d) für Finanzwesen mit Schwerpunkt Buchhaltung,IT,Finance consultant with a focus on accounting
6238,Support Engineer - Operations Center (m/w/d) OEDIV KG,IT,Support Engineer - Operations Center OEDIV KG
6239,IT-Architekt / Branche Banking (m/w/d),IT,IT architect / banking sector
6240,"Patientenmanager im Außendienst (m/w/d) 
zur Verstärkung unseres Teams in der Region Saarland",Sales,"Patient manager in the field
to strengthen our team in the Saarland region"
6241,Cybersecurityexperte für Medizinprodukte (m/w/x),IT,Cybersecurity expert for medical devices
6242,Project Manager - SAP Basis (m/w/d) OEDIV KG,IT,Project Manager - SAP Basis OEDIV KG
6243,Management Assistant Communications (w/m/d),Marketing and Communication,Management Assistant Communications
6244,Software-Entwickler (m/w/d),IT,Software developer
6245,Solution Sales Manager Deutschland (m/w/d),Sales,Solution Sales Manager Germany
6246,(Senior) Bid Manager (m/w) in unserer Hauptverwaltung,Sales,(Senior) Bid Manager in our head office
6247,Senior Consultant (m/w/d) Cyber Security Technology,IT,Senior Consultant Cyber ​​Security Technology
6248,IT-System Engineer (m/w/d) Schwerpunkt Identity Management,IT,IT system engineer with a focus on identity management
6249,PHP Entwickler (m/w/d),IT,PHP developer
